"Area","Item","Element","Unit","Year","Year_Value","Flag"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1981",64311.5441,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1982",53443.3327,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1983",64950.4569,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1984",67294.9123,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1985",61040.6022,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1986",59782.0953,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1987",61550.9063,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1988",62025.4258,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1989",64855.8319,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1990",66090.7341,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1991",67024.366,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1992",66506.0581,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1993",74028.2989,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1994",68618.0173,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1995",72042.8508,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1996",72328.004,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1997",72096.7083,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1998",72818.1115,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","1999",72068.1078,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2000",67541.8024,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2001",70321.8558,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2002",70646.7115,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2003",74464.6328,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2004",73573.8921,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2005",71089.5,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2006",75037.8051,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2007",74777.683,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2008",71545.1462,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2009",68581.3226,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2010",71367.1013,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2011",77752.4149,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2012",78856.9773,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2013",78663.4683,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2014",77298.6406,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2015",76354.4296,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2016",76153.9548,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2017",75192.2259,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2030",65850.6512,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq)","gigagrams","2050",69297.4507,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1961",19732.9986,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1962",23006.8645,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1963",25487.9711,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1964",27161.0661,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1965",31188.2921,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1966",35291.7538,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1967",39744.7409,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1968",40740.389,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1969",43677.5548,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1970",47525.1674,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1971",46885.5769,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1972",48485.657,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1973",53553.7071,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1974",50402.8215,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1975",60965.2701,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1976",62346.1118,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1977",58348.0544,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1978",62740.284,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1979",66792.0892,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1980",69820.1235,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1981",64311.5441,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1982",53443.3327,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1983",64950.4569,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1984",67294.9123,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1985",61040.6022,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1986",59782.0953,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1987",61550.9063,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1988",62025.4258,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1989",64855.8319,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1990",66090.7341,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1991",67024.366,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1992",66506.0581,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1993",74028.2989,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1994",68618.0173,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1995",72042.8508,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1996",72328.004,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1997",72096.7083,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1998",72818.1115,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","1999",72068.1078,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2000",67541.8024,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2001",70321.8558,"EA"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2002",70646.7115,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2003",74464.6328,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2004",73573.8921,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2005",71089.5,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2006",75037.8051,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2007",74777.683,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2008",71545.1462,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2009",68581.3226,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2010",71367.1013,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2011",77752.4149,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2012",78856.9773,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2013",78663.4683,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2014",77298.6406,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2015",76354.4296,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2016",76153.9548,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2017",75192.2259,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2030",65850.6512,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (CO2eq) from N2O","gigagrams","2050",69297.4507,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1961",63.6548,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1962",74.2157,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1963",82.2193,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1964",87.6163,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1965",100.6074,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1966",113.8444,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1967",128.2088,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1968",131.4206,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1969",140.8953,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1970",153.307,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1971",151.2438,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1972",156.4053,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1973",172.7539,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1974",162.5897,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1975",196.6622,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1976",201.1165,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1977",188.2195,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1978",202.388,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1979",215.4584,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1980",225.2262,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1981",207.4566,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1982",172.3978,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1983",209.5176,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1984",217.0804,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1985",196.9052,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1986",192.8455,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1987",198.5513,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1988",200.082,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1989",209.2124,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1990",213.1959,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1991",216.2076,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1992",214.5357,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1993",238.801,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1994",221.3484,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1995",232.3963,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1996",233.3161,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1997",232.57,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1998",234.8971,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","1999",232.4778,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2000",217.8768,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2001",226.8447,"EA"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2002",227.8926,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2003",240.2085,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2004",237.3351,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2005",229.321,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2006",242.0574,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2007",241.2183,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2008",230.7908,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2009",221.2301,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2010",230.2165,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2011",250.8142,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2012",254.3773,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2013",253.7531,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2014",249.3505,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2015",246.3046,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2016",245.6579,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2017",242.5556,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2030",212.4215,"Fc"
"United States of America","Synthetic Fertilizers","Emissions (N2O)","gigagrams","2050",223.5402,"Fc"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1961",14491.1419,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1962",14511.9163,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1963",14489.2022,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1964",14490.9543,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1965",14282.4608,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1966",13991.7898,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1967",14178.6078,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1968",13822.1664,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1969",13787.1688,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1970",13796.1163,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1971",14184.8122,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1972",14219.8374,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1973",14102.6362,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1974",14289.9361,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1975",14060.3993,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1976",14000.1867,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1977",13987.8168,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1978",13922.4246,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1979",14189.6134,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1980",14526.849,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1981",14712.5704,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1982",14534.2956,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1983",14437.8157,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1984",14424.593,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1985",14509.2036,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1986",14579.4632,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1987",14850.6789,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1988",14901.5721,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1989",15103.3858,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1990",15390.9413,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1991",15641.5296,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1992",15835.24,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1993",15965.2243,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1994",16188.0842,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1995",16388.0129,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1996",16571.1461,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1997",16715.6936,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1998",16512.9533,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","1999",16370.0082,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2000",16537.0271,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2001",16636.6276,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2002",16760.0696,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2003",16647.609,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2004",16552.2809,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2005",16600.6292,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2006",16807.781,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2007",17000.2552,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2008",17285.657,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2009",16582.8724,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2010",16576.4871,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2011",16601.046,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2012",16611.9594,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2013",16414.6584,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2014",16534.73,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2015",16579.7855,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2016",16840.0577,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2017",16962.479,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2030",18833.6307,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq)","gigagrams","2050",20104.1597,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1961",14491.1419,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1962",14511.9163,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1963",14489.2022,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1964",14490.9543,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1965",14282.4608,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1966",13991.7898,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1967",14178.6078,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1968",13822.1664,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1969",13787.1688,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1970",13796.1163,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1971",14184.8122,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1972",14219.8374,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1973",14102.6362,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1974",14289.9361,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1975",14060.3993,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1976",14000.1867,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1977",13987.8168,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1978",13922.4246,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1979",14189.6134,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1980",14526.849,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1981",14712.5704,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1982",14534.2956,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1983",14437.8157,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1984",14424.593,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1985",14509.2036,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1986",14579.4632,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1987",14850.6789,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1988",14901.5721,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1989",15103.3858,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1990",15390.9413,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1991",15641.5296,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1992",15835.24,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1993",15965.2243,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1994",16188.0842,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1995",16388.0129,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1996",16571.1461,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1997",16715.6936,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1998",16512.9533,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","1999",16370.0082,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2000",16537.0271,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2001",16636.6276,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2002",16760.0696,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2003",16647.609,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2004",16552.2809,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2005",16600.6292,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2006",16807.781,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2007",17000.2552,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2008",17285.657,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2009",16582.8724,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2010",16576.4871,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2011",16601.046,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2012",16611.9594,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2013",16414.6584,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2014",16534.73,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2015",16579.7855,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2016",16840.0577,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2017",16962.479,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2030",18833.6307,"A"
"United States of America","Manure applied to Soils","Emissions (CO2eq) from N2O","gigagrams","2050",20104.1597,"A"
"United States of America","Manure applied to Soils","Emissions (N2O)","gigagrams","1961",46.7456,"A"
"United States of America","Manure applied to Soils","Emissions (N2O)","gigagrams","1962",46.8126,"A"
"United States of America","Manure applied to Soils","Emissions (N2O)","gigagrams","1963",46.7394,"A"
"United States of America","Manure applied to Soils","Emissions (N2O)","gigagrams","1964",46.745,"A"
"United States of America","Manure applied to Soils","Emissions (N2O)","gigagrams","1965",46.0725,"A"
